bowler,balls,runs_conceded,wickets,dot_balls,fours_conceded,sixes_conceded,format,overs,economy,bowling_average,bowling_strike_rate,dot_ball_percent,boundary_runs_conceded,boundary_percent_conceded,balls_per_boundary
E Rukiriza,1264,1324,69,564,75,57,T20I,210.7,6.28,19.19,18.32,44.62,642,48.49,9.58
Muhammad Nadir,1402,1171,68,739,60,45,T20I,233.7,5.01,17.22,20.62,52.71,510,43.55,13.35
A Bohara,1199,1484,67,378,105,50,T20I,199.8,7.43,22.15,17.9,31.53,720,48.52,7.74
Bilal Zalmai,1372,1590,67,526,105,59,T20I,228.7,6.95,23.73,20.48,38.34,774,48.68,8.37
R Ashwin,1432,1634,67,552,91,75,T20I,238.7,6.85,24.39,21.37,38.55,814,49.82,8.63
D Maisuria,730,677,66,384,40,28,T20I,121.7,5.56,10.26,11.06,52.6,328,48.45,10.74
J Little,1379,1695,66,547,176,44,T20I,229.8,7.38,25.68,20.89,39.67,968,57.11,6.27
F Nsubuga,1298,1018,65,770,90,32,T20I,216.3,4.71,15.66,19.97,59.32,552,54.22,10.64
Rishad Hossain,1095,1500,65,391,85,94,T20I,182.5,8.22,23.08,16.85,35.71,904,60.27,6.12
Abdul Majid Abbasi,1584,1493,65,777,75,67,T20I,264.0,5.66,22.97,24.37,49.05,702,47.02,11.15
Washeem Abbas,1105,1424,65,408,122,46,T20I,184.2,7.73,21.91,17.0,36.92,764,53.65,6.58
MG Erasmus,1102,1090,65,443,62,29,T20I,183.7,5.93,16.77,16.95,40.2,422,38.72,12.11
IKEG Artawan,1335,1493,65,516,79,68,T20I,222.5,6.71,22.97,20.54,38.65,724,48.49,9.08
SA Okpe,1359,1328,65,588,80,41,T20I,226.5,5.86,20.43,20.91,43.27,566,42.62,11.23
KMDN Kulasekara,1234,1492,64,503,156,34,T20I,205.7,7.25,23.31,19.28,40.76,828,55.5,6.49
AF Milne,1185,1620,64,469,166,62,T20I,197.5,8.2,25.31,18.52,39.58,1036,63.95,5.2
SCJ Broad,1193,1521,63,476,146,45,T20I,198.8,7.65,24.14,18.94,39.9,854,56.15,6.25
Yasin Patel,1237,1218,63,579,89,42,T20I,206.2,5.91,19.33,19.63,46.81,608,49.92,9.44
Shoriful Islam,1173,1573,63,443,156,57,T20I,195.5,8.05,24.97,18.62,37.77,966,61.41,5.51
B Ward,924,868,63,395,50,21,T20I,154.0,5.64,13.78,14.67,42.75,326,37.56,13.01
PJ Cummins,1269,1545,63,497,147,40,T20I,211.5,7.3,24.52,20.14,39.16,828,53.59,6.79
JDS Neesham,1054,1565,63,331,135,70,T20I,175.7,8.91,24.84,16.73,31.4,960,61.34,5.14
DW Steyn,1044,1210,62,444,127,26,T20I,174.0,6.95,19.52,16.84,42.53,664,54.88,6.82
LN Oluoch,1138,1282,62,506,127,36,T20I,189.7,6.76,20.68,18.35,44.46,724,56.47,6.98
SM Curran,1335,1904,62,391,149,72,T20I,222.5,8.56,30.71,21.53,29.29,1028,53.99,6.04
Ishtiaq Ahmad,932,1036,62,404,95,28,T20I,155.3,6.67,16.71,15.03,43.35,548,52.9,7.58
Kaleem Sana,933,938,62,469,90,18,T20I,155.5,6.03,15.13,15.05,50.27,468,49.89,8.64
IK Gamantika,1124,1096,61,471,45,43,T20I,187.3,5.85,17.97,18.43,41.9,438,39.96,12.77
AS Joseph,1025,1541,61,352,113,82,T20I,170.8,9.02,25.26,16.8,34.34,944,61.26,5.26
Ravi Bishnoi,962,1152,61,386,86,46,T20I,160.3,7.19,18.89,15.77,40.12,620,53.82,7.29
Mohammad Hafeez,1264,1386,61,479,75,54,T20I,210.7,6.58,22.72,20.72,37.9,624,45.02,9.8
JA Duffy,964,1246,61,415,122,52,T20I,160.7,7.75,20.43,15.8,43.05,800,64.21,5.54
Imran Tahir,853,950,61,271,40,34,T20I,142.2,6.68,15.57,13.98,31.77,364,38.32,11.53
LM Jongwe,981,1339,61,273,106,40,T20I,163.5,8.19,21.95,16.08,27.83,664,49.59,6.72
S Ravichandran,894,729,61,454,42,22,T20I,149.0,4.89,11.95,14.66,50.78,300,41.15,13.97
Muslim Yar,1038,1147,60,408,62,52,T20I,173.0,6.63,19.12,17.3,39.31,560,48.82,9.11
YM Nkanya,935,820,59,461,47,25,T20I,155.8,5.26,13.9,15.85,49.3,338,41.22,12.99
D Wiese,1050,1212,59,404,102,34,T20I,175.0,6.93,20.54,17.8,38.48,612,50.5,7.72
BJ McCarthy,1332,1847,59,463,164,69,T20I,222.0,8.32,31.31,22.58,34.76,1070,57.93,5.72
WD Parnell,1143,1538,59,406,144,56,T20I,190.5,8.07,26.07,19.37,35.52,912,59.3,5.72
DS Airee,1277,1284,59,541,82,45,T20I,212.8,6.03,21.76,21.64,42.36,598,46.57,10.06
Ghulam Ahmadi,1090,1150,58,546,84,51,T20I,181.7,6.33,19.83,18.79,50.09,642,55.83,8.07
NT Ellis,861,1066,58,314,99,30,T20I,143.5,7.43,18.38,14.84,36.47,576,54.03,6.67
NL McCullum,1137,1291,58,398,83,43,T20I,189.5,6.81,22.26,19.6,35.0,590,45.7,9.02
AD Russell,1234,1895,58,402,168,88,T20I,205.7,9.21,32.67,21.28,32.58,1200,63.32,4.82
BAW Mendis,851,945,58,324,58,29,T20I,141.8,6.66,16.29,14.67,38.07,406,42.96,9.78
M Mooketsi,1038,1024,57,538,86,36,T20I,173.0,5.92,17.96,18.21,51.83,560,54.69,8.51
Zahoor Khan,1053,1184,57,344,82,25,T20I,175.5,6.75,20.77,18.47,32.67,478,40.37,9.84
SA Jumbe,1039,1320,57,394,138,28,T20I,173.2,7.62,23.16,18.23,37.92,720,54.55,6.26
S Thakor,998,907,57,495,52,30,T20I,166.3,5.45,15.91,17.51,49.6,388,42.78,12.17
JN Frylinck,958,1097,57,342,64,42,T20I,159.7,6.87,19.25,16.81,35.7,508,46.31,9.04
Faheem Ashraf,1165,1532,57,438,143,53,T20I,194.2,7.89,26.88,20.44,37.6,890,58.09,5.94
TL Chatara,1177,1403,57,481,136,41,T20I,196.2,7.15,24.61,20.65,40.87,790,56.31,6.65
JC Archer,1034,1400,57,424,135,60,T20I,172.3,8.13,24.56,18.14,41.01,900,64.29,5.3
C Kyewuta,886,965,55,402,78,29,T20I,147.7,6.53,17.55,16.11,45.37,486,50.36,8.28
A Shukla,1171,1490,54,476,145,51,T20I,195.2,7.63,27.59,21.69,40.65,886,59.46,5.97
DL Brangman,744,668,54,390,36,31,T20I,124.0,5.39,12.37,13.78,52.42,330,49.4,11.1
J Miyaji,830,849,54,400,81,14,T20I,138.3,6.14,15.72,15.37,48.19,408,48.06,8.74
Imran Khan,1048,1225,54,447,109,43,T20I,174.7,7.01,22.69,19.41,42.65,694,56.65,6.89
RM Koda,1260,1373,54,571,115,50,T20I,210.0,6.54,25.43,23.33,45.32,760,55.35,7.64
MA Leask,949,1185,54,326,70,49,T20I,158.2,7.49,21.94,17.57,34.35,574,48.44,7.97
A Nortje,991,1237,54,400,100,50,T20I,165.2,7.49,22.91,18.35,40.36,700,56.59,6.61
KA Maharaj,1097,1426,54,358,85,71,T20I,182.8,7.8,26.41,20.31,32.63,766,53.72,7.03
Umair Tariq,671,901,53,257,62,49,T20I,111.8,8.06,17.0,12.66,38.3,542,60.16,6.05
R Abdulkareem,767,807,52,321,42,31,T20I,127.8,6.31,15.52,14.75,41.85,354,43.87,10.51
MP Stoinis,936,1313,52,289,110,51,T20I,156.0,8.42,25.25,18.0,30.88,746,56.82,5.81
Usman Khan,672,775,52,262,42,35,T20I,112.0,6.92,14.9,12.92,38.99,378,48.77,8.73
MA Wood,793,1099,52,302,109,43,T20I,132.2,8.31,21.13,15.25,38.08,694,63.15,5.22
Nasrulla Rana,928,1186,51,336,103,40,T20I,154.7,7.67,23.25,18.2,36.21,652,54.97,6.49
GJ Maxwell,1131,1534,51,326,105,60,T20I,188.5,8.14,30.08,22.18,28.82,780,50.85,6.85
LA Burns,722,656,51,341,24,27,T20I,120.3,5.45,12.86,14.16,47.23,258,39.33,14.16
Dawood Ahmadzai,968,1020,51,443,85,30,T20I,161.3,6.32,20.0,18.98,45.76,520,50.98,8.42
P Useni,897,938,51,447,99,24,T20I,149.5,6.27,18.39,17.59,49.83,540,57.57,7.29
RP Burl,1003,1207,51,355,82,42,T20I,167.2,7.22,23.67,19.67,35.39,580,48.05,8.09
RA Jadeja,1327,1584,51,488,90,79,T20I,221.2,7.16,31.06,26.02,36.77,834,52.65,7.85
M Koli,915,1053,51,399,104,30,T20I,152.5,6.9,20.65,17.94,43.61,596,56.6,6.83
MJ Henry,844,1185,50,343,104,59,T20I,140.7,8.42,23.7,16.88,40.64,770,64.98,5.18
Bilal Hassun,734,838,50,329,74,23,T20I,122.3,6.85,16.76,14.68,44.82,434,51.79,7.57
GJ Delany,1062,1336,50,349,87,52,T20I,177.0,7.55,26.72,21.24,32.86,660,49.4,7.64
AL Phehlukwayo,793,1134,50,231,91,48,T20I,132.2,8.58,22.68,15.86,29.13,652,57.5,5.71
MM Ali,1001,1381,50,323,86,74,T20I,166.8,8.28,27.62,20.02,32.27,788,57.06,6.26
T van der Gugten,874,1096,50,333,93,35,T20I,145.7,7.52,21.92,17.48,38.1,582,53.1,6.83
Washington Sundar,1008,1154,50,388,82,42,T20I,168.0,6.87,23.08,20.16,38.49,580,50.26,8.13
R Trumpelmann,1021,1383,50,356,124,49,T20I,170.2,8.13,27.66,20.42,34.87,790,57.12,5.9
N Vanua,905,1111,50,350,96,33,T20I,150.8,7.37,22.22,18.1,38.67,582,52.39,7.02
S Badree,1071,1131,50,477,119,23,T20I,178.5,6.34,22.62,21.42,44.54,614,54.29,7.54
Sohail Tanvir,1239,1457,50,471,129,32,T20I,206.5,7.06,29.14,24.78,38.01,708,48.59,7.7
Abrar Ahmed,799,901,50,323,58,41,T20I,133.2,6.76,18.02,15.98,40.43,478,53.05,8.07
SS Cottrell,925,1215,49,360,113,39,T20I,154.2,7.88,24.8,18.88,38.92,686,56.46,6.09
Yasir Ali,664,623,49,303,34,16,T20I,110.7,5.63,12.71,13.55,45.63,232,37.24,13.28
DJ Willey,885,1202,49,309,99,47,T20I,147.5,8.15,24.53,18.06,34.92,678,56.41,6.06
Taranjeet Singh,844,938,49,353,61,38,T20I,140.7,6.67,19.14,17.22,41.82,472,50.32,8.53
AC Agar,1030,1131,49,347,45,44,T20I,171.7,6.59,23.08,21.02,33.69,444,39.26,11.57
OC McCoy,861,1225,49,291,88,62,T20I,143.5,8.54,25.0,17.57,33.8,724,59.1,5.74
Qamar Mushtaque,725,807,49,280,54,23,T20I,120.8,6.68,16.47,14.8,38.62,354,43.87,9.42
Usman Najeeb,808,997,49,308,91,31,T20I,134.7,7.4,20.35,16.49,38.12,550,55.17,6.62
GP Swann,803,863,49,267,32,29,T20I,133.8,6.45,17.61,16.39,33.25,302,34.99,13.16
SP Narine,1056,1057,48,438,72,27,T20I,176.0,6.01,22.02,22.0,41.48,450,42.57,10.67
NLTC Perera,1116,1702,48,301,144,67,T20I,186.0,9.15,35.46,23.25,26.97,978,57.46,5.29
K Irakoze,960,1102,48,395,81,41,T20I,160.0,6.89,22.96,20.0,41.15,570,51.72,7.87
