player,team,matches,format
NG Smith,New Zealand,2,T20I
JA Turner,England,2,T20I
L Makgale,Botswana,2,T20I
Uzair Amir,Qatar,2,T20I
J Thinley,Bhutan,2,T20I
S Tobgay,Bhutan,2,T20I
T Singye,Bhutan,2,T20I
Niaz Ali,Hong Kong,2,T20I
M Charlie,Papua New Guinea,2,T20I
OGT Gould,Scotland,2,T20I
Zainullah Ihsan,Scotland,2,T20I
I Mwebaze,Uganda,2,T20I
C Watuwa,Uganda,2,T20I
ML Maiava,Samoa,2,T20I
MK Hollard,Ireland,2,T20I
J Moondra,Ireland,2,T20I
Ahmadi Ravat,Panama,2,T20I
CL Cairns,New Zealand,2,T20I
MS Sinclair,New Zealand,2,T20I
P Donkaew,Thailand,2,T20I
BV Save,Malaysia,2,T20I
Jandu Hamoud,Kuwait,2,T20I
T Hinds,West Indies,2,T20I
NM Lyon,Australia,2,T20I
A Wichakam,Thailand,2,T20I
Abid Ullah Shah,Bahrain,2,T20I
Ahsan Ali,Pakistan,2,T20I
Numan Yousuf,Bahrain,2,T20I
P Somani,Singapore,2,T20I
Ahmed Al Zadjali,Oman,2,T20I
ID Matic,Croatia,2,T20I
Ratul Khan,Czech Republic,2,T20I
Ravinder Gill,Romania,2,T20I
Sagor Hossain,Czech Republic,2,T20I
Sajid Safi,Belgium,2,T20I
M Janicijevic,Serbia,2,T20I
O Qudratov,Uzbekistan,2,T20I
Simon Sorensen,Denmark,2,T20I
Jabran Khan,Denmark,2,T20I
Ivan Splicevic,Croatia,2,T20I
CG Osborne,Croatia,2,T20I
P Khari,Czech Republic,2,T20I
Ankush Singh,Mexico,2,T20I
T Amresh,Costa Rica,2,T20I
SJ Harmison,England,2,T20I
Faisal Mehmood,Belgium,2,T20I
D Gough,England,2,T20I
R Heyns,Luxembourg,2,T20I
Khuzaima Tanveer,United Arab Emirates,2,T20I
AD Nath,United Arab Emirates,2,T20I
Harpreet Singh,United Arab Emirates,2,T20I
Adeeb Usmani,United Arab Emirates,2,T20I
S Browne,Luxembourg,2,T20I
D Asghar,Norway,2,T20I
Sagar Kumar Ahir,Panama,2,T20I
AJ Hall,South Africa,2,T20I
C Jonker,South Africa,2,T20I
ML Lewis,Australia,2,T20I
P Sua,Samoa,2,T20I
AZ Shah,Fiji,2,T20I
NA Janes,Thailand,2,T20I
JMV Junior,Fiji,2,T20I
PDRL Perera,Sri Lanka,2,T20I
R Telemachus,South Africa,2,T20I
ND McKenzie,South Africa,2,T20I
DL Richards,St Helena,2,T20I
R Vishwanath,Luxembourg,2,T20I
K Joshi,Austria,2,T20I
PC de Silva,Sri Lanka,2,T20I
Khan Arbaaz,Lesotho,2,T20I
JKP Ellick,St Helena,2,T20I
Rajab Hussain,Hong Kong,2,T20I
A Dhar,Cayman Islands,2,T20I
C Birch,Guernsey,2,T20I
SA van Breda,Jersey,2,T20I
J Long,Philippines,2,T20I
BA Viraliliu,Vanuatu,2,T20I
Kau Qalo,Fiji,2,T20I
PF Ravarua,Cook Islands,2,T20I
T Misi,Samoa,2,T20I
Apon Mustafizur,Serbia,2,T20I
JT Ball,England,2,T20I
MS Atapattu,Sri Lanka,2,T20I
IK Darmawan,Indonesia,2,T20I
Waqar Abbasi,Romania,2,T20I
A Manatos,Greece,2,T20I
P Fernando,Italy,2,T20I
D Simpson,Cook Islands,2,T20I
Azmat Ali,Germany,2,T20I
Israr Khan,Germany,2,T20I
Mobashar Ashraf,France,2,T20I
MR Dorgan,Serbia,2,T20I
Lwin Maw,Myanmar,2,T20I
Rizwan Zahoor,Slovenia,2,T20I
RR Simmonds,West Indies,2,T20I
A Sarma,Germany,2,T20I
Saqlain Ali,Belgium,2,T20I
Ravinder Singh,Malta,2,T20I
Aamer Yamin,Pakistan,2,T20I
S Draunivudi,Fiji,2,T20I
B Schuster,Samoa,2,T20I
G Raymond,Cook Islands,2,T20I
U Sofi,Samoa,2,T20I
CM Wright,Scotland,2,T20I
Vinay Iyer,Japan,2,T20I
BA Simango,Mozambique,2,T20I
GF Gomes,Mozambique,2,T20I
S Biko,Kenya,2,T20I
S Kollery,Botswana,2,T20I
T Mupariwa,Zimbabwe,2,T20I
GB Brent,Zimbabwe,2,T20I
Humayun Kabir,Sweden,2,T20I
Nadif Chowdhury,Bangladesh,2,T20I
A Bhargava,Singapore,2,T20I
J Chaturanga,Bahrain,2,T20I
D Berthe,Mali,2,T20I
Nazakat Ali,Norway,2,T20I
Pratik Agnihotri,Norway,2,T20I
Charanjeet Singh,Italy,2,T20I
Mohamed Miuvaan,Maldives,2,T20I
Mabsar Abdulla,Maldives,2,T20I
T Batjargal,Mongolia,2,T20I
Sachin Ganpat Shinde,Serbia,2,T20I
Iftikhar Anjum,Pakistan,2,T20I
P Mustard,England,2,T20I
P Desungnoen,Thailand,2,T20I
Abdullah Shahid,Maldives,2,T20I
Adnan Syed,Finland,2,T20I
AA Noffke,Australia,2,T20I
J Louw,South Africa,2,T20I
Mehrab Hossain jnr,Bangladesh,2,T20I
Zahid Abbas,Kenya,2,T20I
LR Naylor,Scotland,2,T20I
D Weston,Germany,2,T20I
H Elder,Switzerland,2,T20I
TJ Ramphoma,Lesotho,2,T20I
Ramandeep Singh,India,2,T20I
SK Patel,United States of America,2,T20I
PM Siddle,Australia,2,T20I
YA Abdulla,South Africa,2,T20I
RHO Saunders,Norway,2,T20I
Abdulmalik Jabarkhel,France,2,T20I
Sanjay Kumar,Hungary,2,T20I
NG Liyanage,Hungary,2,T20I
SL Clephane,Czech Republic,2,T20I
A Bhadauria,Luxembourg,2,T20I
KD Mehta,Czech Republic,2,T20I
M Jukic,Croatia,2,T20I
Ankit Dubey,Sweden,2,T20I
I Bardis,Greece,2,T20I
MS Crane,England,2,T20I
TM Dowlin,West Indies,2,T20I
SE Findlay,West Indies,2,T20I
HAG Madhushanka,Seychelles,2,T20I
KRP Silva,United States of America,2,T20I
P Vailoa,Cook Islands,2,T20I
Z Simpson,Gibraltar,2,T20I
KK Sharma,Slovenia,2,T20I
Haris Karim,Slovenia,2,T20I
B Sharki,Nepal,2,T20I
K Thagunna,Nepal,2,T20I
BE Fletcher,Netherlands,2,T20I
Shoaib Khan jnr,Pakistan,2,T20I
JP Bray,Ireland,2,T20I
BLCS Kumara,Cyprus,2,T20I
Hasan Cakir,Turkey,2,T20I
Riyaz Kajalwala,Cyprus,2,T20I
G Schachat,Israel,2,T20I
E Samson,Israel,2,T20I
Ghayour Ahmad,Saudi Arabia,2,T20I
SA Pradhan,Singapore,2,T20I
Ovais Yousof,Nigeria,2,T20I
Utkarsh Srivastava,United States of America,2,T20I
Shan Siddiqui,Gambia,2,T20I
A Amado,Israel,2,T20I
UWMBCA Welegedara,Sri Lanka,2,T20I
RJMGM Rupasinghe,Sri Lanka,2,T20I
AF Buurman,Netherlands,2,T20I
Khurram Chohan,Canada,2,T20I
U Bhatti,Canada,2,T20I
S Dhaniram,Canada,2,T20I
IS Billcliff,Canada,2,T20I
M Cohen,Israel,2,T20I
S Franklin,Switzerland,2,T20I
GEF Barnett,Canada,2,T20I
JM Davison,Canada,2,T20I
AN Petersen,South Africa,2,T20I
AB Barath,West Indies,2,T20I
AJ McKay,New Zealand,2,T20I
EC Rainsford,Zimbabwe,2,T20I
NV Ojha,India,2,T20I
BB Sran,India,2,T20I
DS Kulkarni,India,2,T20I
B Kalki Kumar,Malta,2,T20I
F Choudary,Sweden,2,T20I
Samiallah Khalil,Sweden,2,T20I
SJS Smith,Scotland,2,T20I
KO Meth,Zimbabwe,2,T20I
RT Rubbi,Indonesia,2,T20I
R Olipa,Uganda,2,T20I
Basiru Jaye,Gambia,2,T20I
N Gnanapragasam,Seychelles,2,T20I
Y Cariah,West Indies,2,T20I
VM Nyauchi,Zimbabwe,2,T20I
PA Patel,India,2,T20I
DO Christian,West Indies,2,T20I
NE Bonner,West Indies,2,T20I
Yasir Shah,Pakistan,2,T20I
Rameez Raja (2),Pakistan,2,T20I
Andrey Lilov,Bulgaria,2,T20I
Jitesh Patel,Malta,2,T20I
SVA Karthikeyan,Romania,2,T20I
Karthik Pillai,Bulgaria,2,T20I
CM Rocca,Gibraltar,2,T20I
G Axtell,Bahrain,2,T20I
SV Wiig,United States of America,2,T20I
Muhammed Imran,Oman,2,T20I
S Vithayathil,Turks and Caicos Island,2,T20I
I Ganness,Turks and Caicos Island,2,T20I
D Hardware,Turks and Caicos Island,2,T20I
VRCF Poubel,Brazil,2,T20I
R Jones,Belize,2,T20I
J Pook,Belize,2,T20I
RJ Ramjiawan,Suriname,2,T20I
JH Mensah,Ghana,2,T20I
M Brasier,Finland,2,T20I
Absar Khan,Denmark,2,T20I
TG Gordon,Canada,2,T20I
R Flannigan,Scotland,2,T20I
Zahid Hussain,Canada,2,T20I
Abul Hasan,Bangladesh,2,T20I
C Olphert,Ireland,2,T20I
Fawad Ahmed,Australia,2,T20I
P Awana,India,2,T20I
SC Meaker,England,2,T20I
L Zulu,Swaziland,2,T20I
R Agamiire,Uganda,2,T20I
KS Lokuarachchi,Sri Lanka,2,T20I
Shakeel Ansar,Pakistan,2,T20I
JT Darrell,Bermuda,2,T20I
TO Carmichael,United States of America,2,T20I
D Bourne,Turks and Caicos Island,2,T20I
A McKnight,Turks and Caicos Island,2,T20I
G Bruno,Turks and Caicos Island,2,T20I
Niyas Pullariyil,Malta,2,T20I
S Arachchige,Italy,2,T20I
RR Behera,United States of America,2,T20I
RM Scott,United States of America,2,T20I
ST Gabriel,West Indies,2,T20I
Asad Ali,Pakistan,2,T20I
V Shetty,United Arab Emirates,2,T20I
TJ Stephenson,Belize,2,T20I
RJ Campbell,Hong Kong,2,T20I
P Raho,Papua New Guinea,2,T20I
Usman Mushtaq,United Arab Emirates,2,T20I
L Nou,Papua New Guinea,2,T20I
GH Worker,New Zealand,2,T20I
E Leie,South Africa,2,T20I
NJ Reardon,Australia,2,T20I
N Ndouteng,Cameroon,2,T20I
MM Sarwar,Kuwait,2,T20I
K Pala,Papua New Guinea,2,T20I
TB de Bruyn,South Africa,2,T20I
AR Berenger,Qatar,2,T20I
Naveed Fakhr,Kuwait,2,T20I
EHSN Silva,United Arab Emirates,2,T20I
J Umanath,Mexico,2,T20I
Anskumar Ahir,Panama,2,T20I
Nazir Patel,Panama,2,T20I
R Johnson,Turks and Caicos Island,2,T20I
RLB Rambukwella,Sri Lanka,2,T20I
Bashir Ahmad,Switzerland,1,T20I
Zahid Mahmood,Pakistan,1,T20I
GA Stuurman,South Africa,1,T20I
GJ Snyman,South Africa,1,T20I
N Nankov,Bulgaria,1,T20I
Syed Tameem,Qatar,1,T20I
Robiul Khan,Spain,1,T20I
Yousuf Ali,Qatar,1,T20I
S Srikanth,Singapore,1,T20I
N Boje,South Africa,1,T20I
AG Prince,South Africa,1,T20I
GS Ballance,Zimbabwe,1,T20I
T Bukenya,Uganda,1,T20I
JMJ Lynn,Indonesia,1,T20I
MCE Manalo,Philippines,1,T20I
J Hermann,South Africa,1,T20I
T Britton,Jersey,1,T20I
GHS Garton,England,1,T20I
JW Wilson,New Zealand,1,T20I
Inzamam-ul-Haq,Pakistan,1,T20I
S Sandeep Warrier,India,1,T20I
Abu Zar,Sweden,1,T20I
PP Shaw,India,1,T20I
CMW Read,England,1,T20I
GJP Kruger,South Africa,1,T20I
KV Sharma,India,1,T20I
JA Rudolph,South Africa,1,T20I
MVT Fernando,Sri Lanka,1,T20I
KOA Powell,West Indies,1,T20I
HH Dippenaar,South Africa,1,T20I
A Karn,Nepal,1,T20I
P Negi,India,1,T20I
VS Wategaonkar,Oman,1,T20I
Te Senglong,Cambodia,1,T20I
KDC Clarke,New Zealand,1,T20I
Z Motara,West Indies,1,T20I
Mustafa Atmaca,Turkey,1,T20I
Gaurav Maithani,Malta,1,T20I
Shayan Khan,Estonia,1,T20I
RJ Ranpura,Oman,1,T20I
Amjad Gul,United Arab Emirates,1,T20I
AT Chuvale,Mozambique,1,T20I
CT Bancroft,Australia,1,T20I
RP Arnold,Sri Lanka,1,T20I
AM McCarthy,West Indies,1,T20I
V Permaul,West Indies,1,T20I
Abu Jayed,Bangladesh,1,T20I
Hafiz Qaleem,United Arab Emirates,1,T20I
GJ McCarter,Ireland,1,T20I
DK Butler,West Indies,1,T20I
IDR Bradshaw,West Indies,1,T20I
J Anderson,Ireland,1,T20I
RI Ahmed,Netherlands,1,T20I
Nauman Anwar,Pakistan,1,T20I
D Ganga,West Indies,1,T20I
M Zondeki,South Africa,1,T20I
AS Hundal,Canada,1,T20I
P Dhanuka,Singapore,1,T20I
S Rana,Seychelles,1,T20I
KMC Bandara,Sri Lanka,1,T20I
S Aravind,India,1,T20I
L Louwrens,Namibia,1,T20I
TNM Soleh,Indonesia,1,T20I
T Pullman,Jersey,1,T20I
MR Montfort,Canada,1,T20I
C Simmonds,Guernsey,1,T20I
YK Abovat,Panama,1,T20I
Abdul Makda,Panama,1,T20I
Safvan Patel,Panama,1,T20I
TM Anker,Cook Islands,1,T20I
YK Rai,United Arab Emirates,1,T20I
K Tari,Vanuatu,1,T20I
Tayyeb Javed,Timor-Leste,1,T20I
Sukhdeep Singh,Kenya,1,T20I
AR Menon,Singapore,1,T20I
N Mourikis,Greece,1,T20I
NP Mayavo,Zimbabwe,1,T20I
TF van Woerkom,Ireland,1,T20I
MS Panesar,England,1,T20I
PA Nixon,England,1,T20I
Muhaddis Muhaddis,Indonesia,1,T20I
Aswad Khan,Bulgaria,1,T20I
S Sheelan,Indonesia,1,T20I
NH Naureen,Spain,1,T20I
Ihsanullah,Pakistan,1,T20I
Ehsan Adil,United States of America,1,T20I
Soochan Park,South Korea,1,T20I
T Henderson,South Africa,1,T20I
D Mongia,India,1,T20I
SR Tendulkar,India,1,T20I
S Delai,Fiji,1,T20I
Mukhtiar Singh,Spain,1,T20I
Oliver Rowe,Argentina,1,T20I
Ignacio Lisboa,Chile,1,T20I
Benjamin Constanzo,Chile,1,T20I
A Valthapa,United Arab Emirates,1,T20I
J Dickinson,Scotland,1,T20I
J Mikulic,Slovenia,1,T20I
HS Bedi,Serbia,1,T20I
NJA Smith,Philippines,1,T20I
Gershon Yusuf,Nigeria,1,T20I
Sunil,Cayman Islands,1,T20I
Mihir Patel,Canada,1,T20I
Mukesh Singh,Mexico,1,T20I
A Bulow,Denmark,1,T20I
Saif Ullah Malik,Malaysia,1,T20I
SAR Hashimi,Brazil,1,T20I
LN Saishiv,Oman,1,T20I
ACL Richards,West Indies,1,T20I
Sufyan Yousaf,Oman,1,T20I
Hwanhee Lee,South Korea,1,T20I
Ahmadschah Ahmadzai,Germany,1,T20I
Husnain Kabeer,Germany,1,T20I
H Virdee,Luxembourg,1,T20I
G Miller,Cook Islands,1,T20I
Hashir Hussain,Norway,1,T20I
JF Bangura,Sierra Leone,1,T20I
Jack Inglis,Chile,1,T20I
RSK Samson,Vanuatu,1,T20I
Nelson Jesus Navarrete Aburto,Chile,1,T20I
Adnan Mufti,United Arab Emirates,1,T20I
L Sreekumar,United Arab Emirates,1,T20I
C Gwilliam-Lopez,Spain,1,T20I
DR Brown,Scotland,1,T20I
Saran Maliwan,Thailand,1,T20I
D Bau,Papua New Guinea,1,T20I
T Caruana,Gibraltar,1,T20I
IS Munir,Uganda,1,T20I
J Giyanani,United Arab Emirates,1,T20I
Nurudeen Ibrahim,Ghana,1,T20I
J Pant,Luxembourg,1,T20I
M Stoman,Portugal,1,T20I
M Goonetilleke,Malta,1,T20I
J Edwards,Australia,1,T20I
Ye Ko Ko,Myanmar,1,T20I
Yash Talati,Kenya,1,T20I
KA Jadhav,Cameroon,1,T20I
D Tresac,Serbia,1,T20I
CT Tremlett,England,1,T20I
M Walker,Bermuda,1,T20I
M Manivannan,Cayman Islands,1,T20I
N Thailappan,Bahrain,1,T20I
IIR Bhana,Panama,1,T20I
Haroon Shahid,Kuwait,1,T20I
F Pieters,South Korea,1,T20I
Vinod Kumar,Spain,1,T20I
T Langa,Vanuatu,1,T20I
Rohit Limbu,Bhutan,1,T20I
Ali Ivan,Maldives,1,T20I
Anam Mollik,Italy,1,T20I
S Baker,England,1,T20I
MJ Potts,England,1,T20I
MS Kibwana,Tanzania,1,T20I
Azin Rafeeg,Maldives,1,T20I
Mubasir Khan,Pakistan,1,T20I
Shahbaz Ahmed,India,1,T20I
OP Stone,England,1,T20I
Mrittunjoy Chowdhury,Bangladesh,1,T20I
JK Masara,Zimbabwe,1,T20I
JN Snape,England,1,T20I
RJ Kirtley,England,1,T20I
Sumon Khan,Bangladesh,1,T20I
JS Jesani,Kenya,1,T20I
PA Hitchcock,New Zealand,1,T20I
M Beardman,Australia,1,T20I
RN Lewis,West Indies,1,T20I
M Kartik,India,1,T20I
DA Senthil,Botswana,1,T20I
S Pillay,Seychelles,1,T20I
S Devasia,Ghana,1,T20I
TR Ambrose,England,1,T20I
Sefu Athumani,Tanzania,1,T20I
LA Pomersbach,Australia,1,T20I
P Gopalkrishnan,Qatar,1,T20I
Simba Mbaki,Tanzania,1,T20I
Mansoor Amjad,Pakistan,1,T20I
Dhiman Ghosh,Bangladesh,1,T20I
Parvez Rasool,India,1,T20I
WKD Perkins,West Indies,1,T20I
K Penjor,Bhutan,1,T20I
D Siva Kumar,United States of America,1,T20I
Dharmendra Manani,Romania,1,T20I
Muhammad Asjed,Spain,1,T20I
V Viyaskanth,Sri Lanka,1,T20I
BA Parchment,West Indies,1,T20I
GH Bodi,South Africa,1,T20I
SKW Kelly,Bermuda,1,T20I
J Edness,Bermuda,1,T20I
IH Romaine,Bermuda,1,T20I
SD Outerbridge,Bermuda,1,T20I
JJ Celestine,Bermuda,1,T20I
DL Hemp,Bermuda,1,T20I
OL Pitcher,Bermuda,1,T20I
CR Foggo,Bermuda,1,T20I
BA Sambo,Mozambique,1,T20I
Khaled Ahmed,Bangladesh,1,T20I
M Markande,India,1,T20I
Adam Khalaf,Maldives,1,T20I
Rasheed Rassam,Maldives,1,T20I
Mohamed Fadiga,Mali,1,T20I
B Sai Sudharsan,India,1,T20I
Jason Lui,Hong Kong,1,T20I
GJ Batty,England,1,T20I
E Munkhbat,Mongolia,1,T20I
M Altankhuyag,Mongolia,1,T20I
B Geeves,Australia,1,T20I
Shohidul Islam,Bangladesh,1,T20I
JR Lennox,New Zealand,1,T20I
MJ Fisher,New Zealand,1,T20I
AC Frame,Cyprus,1,T20I
ZJ van Vuuren,Namibia,1,T20I
Osman Khan,Austria,1,T20I
A Trivedi,Luxembourg,1,T20I
KM Venkataswamy,Czech Republic,1,T20I
Prince Yadav,India,1,T20I
Suryansh Shedge,India,1,T20I
BS Sandhu,Slovenia,1,T20I
R Tanna,Estonia,1,T20I
Mohsin Shabbir,Saudi Arabia,1,T20I
RDM Leverock,Bermuda,1,T20I
Ram Krishan,Estonia,1,T20I
Ali Abdulla Popalzae,Greece,1,T20I
Ben Jones,Estonia,1,T20I
D Mutu,Turkey,1,T20I
Syed Hussain,Cyprus,1,T20I
Baljinder Singh,Romania,1,T20I
Ayush Ummat,Estonia,1,T20I
RWT Key,England,1,T20I
CK Tshuma,Zimbabwe,1,T20I
GI Maiden,Scotland,1,T20I
T Cross,Estonia,1,T20I
Syed Jawad Haider,Norway,1,T20I
DM Richards,West Indies,1,T20I
MJ North,Australia,1,T20I
SI de Saram,Sri Lanka,1,T20I
EP Thompson,New Zealand,1,T20I
BT Foakes,England,1,T20I
EI Azine,Mozambique,1,T20I
S Kommula,Costa Rica,1,T20I
K Loday,Bhutan,1,T20I
K Nima,Bhutan,1,T20I
K Takahashi,Japan,1,T20I
Yadwinder Singh,Hungary,1,T20I
WJR Robertson,Jersey,1,T20I
L Botha,South Africa,1,T20I
Ebrahim Naseri,Austria,1,T20I
A Gavde,Cayman Islands,1,T20I
G Van Heerden,South Africa,1,T20I
H Pieterse,South Africa,1,T20I
M Joseph,South Africa,1,T20I
CJ Green,Australia,1,T20I
HJC Mol,Netherlands,1,T20I
KO Otieno,Kenya,1,T20I
R Strydom,Ireland,1,T20I
BJ Diamanti,New Zealand,1,T20I
L Basson,Namibia,1,T20I
GA Rogers,Scotland,1,T20I
Murtaza Yamin,Cyprus,1,T20I
Adnan Anwar,Malta,1,T20I
Santosh Yadav,Nepal,1,T20I
FL Reifer,West Indies,1,T20I
M Pushpakumara,Sri Lanka,1,T20I
Ajay Kumar,United Arab Emirates,1,T20I
Maqsood Ahmad,Belgium,1,T20I
L Kamarlekar,Israel,1,T20I
Afif Khattak,Switzerland,1,T20I
Usman Ali,Saudi Arabia,1,T20I
Saud Syed Iqbal Ahmad,Saudi Arabia,1,T20I
Mohammed Aslam,Qatar,1,T20I
Khawar Zafar,Saudi Arabia,1,T20I
M Noble,Mexico,1,T20I
BM Dlamini,Eswatini,1,T20I
I Komba,Sierra Leone,1,T20I
Waqas Maqsood,Pakistan,1,T20I
R Lekai,Vanuatu,1,T20I
Abhilash Patil,Mexico,1,T20I
LK Sharma,Mexico,1,T20I
Kalyan Manne,Mexico,1,T20I
P Cummings,Cook Islands,1,T20I
B Jaye,Gambia,1,T20I
Shamsudheen Purat,Saudi Arabia,1,T20I
AM Blignaut,Zimbabwe,1,T20I
Suhrawadi Shuvo,Bangladesh,1,T20I
Mohammad Ayaz,United Arab Emirates,1,T20I
Ahmed Raid,Maldives,1,T20I
GC Tonge,West Indies,1,T20I
DE Bernard,West Indies,1,T20I
Arsalan Qadir,Canada,1,T20I
IGTR Kumara,Maldives,1,T20I
K Shnier,Isle of Man,1,T20I
JJ Griffin,Isle of Man,1,T20I
CG Campbell,Germany,1,T20I
Ahmad Ullah,Germany,1,T20I
DK Dahani,Iran,1,T20I
IM Farrell,Gibraltar,1,T20I
Masood Jayezeh,Iran,1,T20I
P Karoho,Papua New Guinea,1,T20I
Oliver Clapham,Guernsey,1,T20I
Aminul Islam Chowdhury,Cyprus,1,T20I
AQM Yako,South Africa,1,T20I
S Tyagi,India,1,T20I
J Raubenheimer,South Africa,1,T20I
L Ntanzi,South Africa,1,T20I
K Lion-Cachet,South Africa,1,T20I
J Prodehl,South Africa,1,T20I
E Frosler,South Africa,1,T20I
MA Ntobela,South Africa,1,T20I
Shoaib Ali,Saudi Arabia,1,T20I
S Malikzai,Germany,1,T20I
Mohammad Kashif,Netherlands,1,T20I
MBS Jonkman,Netherlands,1,T20I
RT Lyons,Scotland,1,T20I
M Montgomery,Germany,1,T20I
Navid Abdollahpour,Iran,1,T20I
KTGD Prasad,Sri Lanka,1,T20I
S Badrinath,India,1,T20I
Mohammad Salman,Pakistan,1,T20I
R Dravid,India,1,T20I
Zuber Sunasara,Saudi Arabia,1,T20I
AR Perez Rivero,Argentina,1,T20I
S Kruger,Argentina,1,T20I
Karthik Jayaraj,Cayman Islands,1,T20I
DDE Richardson,Bermuda,1,T20I
M Gill,Canada,1,T20I
AS Nadkarni,United States of America,1,T20I
SMHH Aung,Myanmar,1,T20I
Emran Shahbakhsh,Iran,1,T20I
T Phaswana,Botswana,1,T20I
Navid Balouch,Iran,1,T20I
Nader Zahadiafzal,Iran,1,T20I
Mehran Siasar,Iran,1,T20I
Naiem Bameri,Iran,1,T20I
S Nerandzic,Serbia,1,T20I
Arshad Mazarzei,Iran,1,T20I
Ali Mohammadipour,Iran,1,T20I
Tanvir Ahmed,Pakistan,1,T20I
Yousef Shadzehisarjou,Iran,1,T20I
L Croospulle,Sri Lanka,1,T20I
B Mngoma,Eswatini,1,T20I
B Mngomezulu,Eswatini,1,T20I
R Dhawan,India,1,T20I
DS Vosloo,Malta,1,T20I
M Martin,Switzerland,1,T20I
Taijul Islam,Bangladesh,1,T20I
BE Johnson,Guernsey,1,T20I
Raunaq Kapur,Hong Kong,1,T20I
Divyes Kumar,Malta,1,T20I
Kamran Khan (2),Qatar,1,T20I
Usman Rafiq,United States of America,1,T20I
Borna Pejic,Croatia,1,T20I
S Panguluri,Switzerland,1,T20I
B Wentzel,Guernsey,1,T20I
Fida Hussain,Italy,1,T20I
Bilal Shah,Oman,1,T20I
Zhao Zhilong,China,1,T20I
K Subramanian,Singapore,1,T20I
B Karki,Nepal,1,T20I
Tian Senqun,China,1,T20I
Faris Al Balushi,Oman,1,T20I
Munthir Al Balushi,Oman,1,T20I
Mohamad Junaid Khushi,Bahrain,1,T20I
Abdul Rauf,Bahrain,1,T20I
Hamza Riaz,Bahrain,1,T20I
NR Mittal,Singapore,1,T20I
Qi Shuai,China,1,T20I
JP Greaves,West Indies,1,T20I
GW Aldridge,New Zealand,1,T20I
MC Bascombe,West Indies,1,T20I
SG Borthwick,England,1,T20I
MM Iqbal,Scotland,1,T20I
PA Desai,Canada,1,T20I
JM Obando,Costa Rica,1,T20I
MA Parker,Scotland,1,T20I
YC Latouche,Costa Rica,1,T20I
KO Altamirano,Costa Rica,1,T20I
Qalandar Khan,Qatar,1,T20I
A Martin,West Indies,1,T20I
Dayyaan Galiem,South Africa,1,T20I
Nestor Dhamba,Oman,1,T20I
S Mohan,Philippines,1,T20I
BJ Rohrer,Australia,1,T20I
DK Raman,Denmark,1,T20I
Noorullah Sidiqi,Belgium,1,T20I
A Ashok,New Zealand,1,T20I
Fahad Nawaz,United Arab Emirates,1,T20I
K Govind,Seychelles,1,T20I
N Magagula,Swaziland,1,T20I
K Bevans,Belize,1,T20I
C Rice,Malawi,1,T20I
Amari Ebbin,Bermuda,1,T20I
O Howell,Bahamas,1,T20I
Sumit Singh,Finland,1,T20I
DJ Vilas,South Africa,1,T20I
S Rengarajan,Czech Republic,1,T20I
S Pokhriyal,Czech Republic,1,T20I
KC Hodsoll,Bermuda,1,T20I
P Byron,Seychelles,1,T20I
W Jackson,Malawi,1,T20I
H Gori,Czech Republic,1,T20I
G Campbell,Turks and Caicos Island,1,T20I
E Henry,Turks and Caicos Island,1,T20I
S Fowler,Bahamas,1,T20I
Saqlain Mukhtar,Czech Republic,1,T20I
D Vora,Hong Kong,1,T20I
RM Jariwala,United States of America,1,T20I
Q Utmanzai,Austria,1,T20I
P Ghosh,Malta,1,T20I
CP Dowle,Hungary,1,T20I
JR Cope,Czech Republic,1,T20I
Muhammad Usman (3),Hungary,1,T20I
Hafeez Khan,Hong Kong,1,T20I
Rafaqat Ali,Norway,1,T20I
M Breban,Guernsey,1,T20I
M Labuschagne,Australia,1,T20I
Aslam Doria,Panama,1,T20I
DA Rankin,Ireland,1,T20I
S Mills,Isle of Man,1,T20I
AS Dean,Canada,1,T20I
I Wardlaw,Scotland,1,T20I
D Murphy,Scotland,1,T20I
GO Sopinho,Mozambique,1,T20I
Muhammad Zaghlool,Belize,1,T20I
D Daesrath,Canada,1,T20I
Adeel Tariq,Austria,1,T20I
Robiul Islam,Bangladesh,1,T20I
Sajedul Islam,Bangladesh,1,T20I
SP Terry,Ireland,1,T20I
S Clarke,Isle of Man,1,T20I
T Kamungozi,Zimbabwe,1,T20I
V Hettiarachchi,Estonia,1,T20I
Amir Shahzad,Saudi Arabia,1,T20I
L Ruane,Finland,1,T20I
Saqlain Sajib,Bangladesh,1,T20I
Shakkir Kassim,Qatar,1,T20I
Nouman Butt,Norway,1,T20I
Z Tomlinson,Bermuda,1,T20I
NIAF Paynter,Bermuda,1,T20I
L Mcfadzean,Belize,1,T20I
A Bhattarai,Nepal,1,T20I
Mubeen Tariq,Portugal,1,T20I
PJ Hughes,Australia,1,T20I
Junaed Mullah,Slovenia,1,T20I
S Varathappan,Kuwait,1,T20I
JN Gillespie,Australia,1,T20I
AK Mandal,Nepal,1,T20I
Nasir Aziz,United Arab Emirates,1,T20I
L Bloomfield,Hungary,1,T20I
Jubair Hossain,Bangladesh,1,T20I
K Xolmuradov,Uzbekistan,1,T20I
Zain Amir,Uzbekistan,1,T20I
Mohammad Shahid,Bangladesh,1,T20I
Muktar Ali,Bangladesh,1,T20I
Munir Dar,Hong Kong,1,T20I
